,vid,month,fuel_cost_total,insurance_cost,maintenance_cost,total_cost
163,246,May,239.48000000000002,214.6,1146.96,1601.04
164,254,May,20.64,182.26,1277.95,1480.85
165,255,May,25.009999999999998,201.55,1085.1,1311.6599999999999
166,257,May,31.36,201.47,1271.45,1504.28
167,258,May,19.6,208.32,1195.5,1423.42
168,284,May,3.56,162.42,1080.81,1246.79
169,286,May,1.47,211.51,1083.11,1296.09
170,287,May,31.509999999999998,202.04,1214.33,1447.8799999999999
171,288,May,8.86,223.69,1163.38,1395.93
172,289,May,4.67,184.1,1250.22,1438.99
173,290,May,66.35,197.48,1227.58,1491.4099999999999
174,291,May,185.09000000000003,180.79,1104.39,1470.27
175,292,May,58.89,183.12,1184.61,1426.62
176,293,May,86.05,212.57,1265.63,1564.25
177,295,May,67.01,210.74,1224.05,1501.8
178,296,May,85.21,197.19,1191.9,1474.3000000000002
179,297,May,122.14,202.83,1303.57,1628.54
180,298,May,63.37,206.24,1317.97,1587.58
181,299,May,75.55,215.38,1282.0,1572.93
182,300,May,60.129999999999995,211.69,1085.67,1357.49
183,301,May,7.680000000000001,235.77,1174.3,1417.75
184,302,May,19.950000000000003,199.51,1239.56,1459.02
185,303,May,68.76,229.81,1023.82,1322.39
186,304,May,8.48,193.58,1247.94,1450.0
187,305,May,36.989999999999995,211.22,1170.11,1418.32
188,306,May,57.99,205.42,1363.89,1627.3000000000002
189,307,May,77.97999999999999,215.33,1260.52,1553.83
190,309,May,80.64999999999999,200.67,1212.15,1493.47
191,310,May,324.83000000000004,235.21,1243.6,1803.6399999999999
192,311,May,66.33,159.33,1136.74,1362.4
193,312,May,32.95,217.2,1277.26,1527.4099999999999
194,313,May,39.080000000000005,213.96,1385.69,1638.73
195,315,May,71.95,215.36,1400.21,1687.52
196,316,May,56.25,235.04,1213.71,1505.0
197,317,May,8.33,226.52,1155.38,1390.23
198,319,May,62.120000000000005,171.9,1340.94,1574.96
199,320,May,26.38,222.5,1200.05,1448.9299999999998
200,321,May,69.83999999999999,191.18,1210.79,1471.81
201,322,May,34.65,204.4,1126.17,1365.22
202,323,May,153.98000000000002,208.96,1323.23,1686.17
203,324,May,78.94,183.1,982.63,1244.67
204,325,May,41.08,172.59,997.9,1211.57
205,326,May,143.95,203.11,1134.88,1481.94
206,327,May,129.64999999999998,202.89,1185.93,1518.47
207,328,May,45.29,188.48,1106.67,1340.44
208,329,May,0.0,181.74,1117.7,1299.44
209,330,May,46.3,200.12,1242.85,1489.27
210,331,May,0.0,193.99,1370.97,1564.96
211,332,May,133.39000000000001,198.86,1044.45,1376.7
212,567,May,208.40999999999997,236.96,1259.14,1704.5100000000002
213,569,May,131.11,211.67,1236.12,1578.8999999999999
214,570,May,169.96999999999997,226.76,1334.8,1731.53
215,571,May,75.54,187.57,1102.29,1365.4
216,572,May,129.92999999999998,232.09,1093.0,1455.02
217,573,May,140.71999999999997,199.57,1130.15,1470.44
218,574,May,41.39999999999999,202.66,1116.27,1360.33
219,575,May,127.84,201.23,1169.85,1498.9199999999998
220,576,May,143.86,207.35,1268.24,1619.45
221,577,May,106.31,169.05,1150.15,1425.5100000000002
222,578,May,152.26999999999998,200.03,1153.94,1506.24
223,579,May,133.49,213.62,1320.71,1667.8200000000002
0,1,June,28.13,228.57,1071.71,1328.41
1,2,June,22.42,209.05,1171.98,1403.45
2,3,June,52.45,186.69,1121.45,1360.5900000000001
3,4,June,26.89,172.43,1025.93,1225.25
4,5,June,98.58,206.64,1180.54,1485.76
5,6,June,122.93999999999998,163.85,1147.95,1434.74
6,8,June,226.0,197.27,1176.77,1600.04
7,9,June,34.69,210.69,1199.8,1445.1799999999998
8,10,June,80.95,202.09,1054.95,1337.99
9,11,June,3.15,194.79,1168.07,1366.01
10,12,June,39.9,162.09,1131.28,1333.27
11,14,June,9.43,199.07,1121.46,1329.96
12,15,June,48.89,221.18,1225.07,1495.1399999999999
13,16,June,107.78999999999999,195.09,1077.27,1380.15
14,17,June,112.87,191.71,1146.38,1450.96
15,18,June,76.27,208.09,1126.33,1410.69
16,20,June,44.91,214.07,1203.77,1462.75
17,23,June,95.54,217.78,1403.88,1717.2
18,24,June,198.31,182.58,1168.06,1548.9499999999998
19,25,June,323.23,190.28,1247.26,1760.77
20,26,June,26.0,206.05,1201.35,1433.3999999999999
21,28,June,325.16,219.99,1075.82,1620.97
22,29,June,409.53,228.13,1092.01,1729.67
23,30,June,362.79,187.9,1292.79,1843.48
24,31,June,366.78999999999996,217.88,1178.62,1763.29
25,32,June,450.93000000000006,226.54,1120.41,1797.88
26,33,June,36.18,205.73,1215.29,1457.2
27,36,June,67.59,195.65,1096.27,1359.51
28,37,June,68.45000000000002,180.54,1232.67,1481.66
29,38,June,133.4,221.6,1166.72,1521.72
30,39,June,176.51999999999998,199.86,1207.41,1583.79
31,40,June,98.89999999999998,229.16,1030.05,1358.11
32,42,June,53.809999999999995,235.78,1220.17,1509.76
33,43,June,80.65,173.35,1348.57,1602.57
34,44,June,187.92000000000002,190.64,1316.18,1694.74
35,45,June,91.79,197.94,1209.44,1499.17
36,46,June,209.47000000000003,179.07,1147.37,1535.9099999999999
37,47,June,289.28000000000003,183.67,1164.02,1636.97
38,48,June,81.28,230.36,1094.83,1406.4699999999998
39,49,June,281.11000000000007,187.64,1217.05,1685.8
40,50,June,259.13,205.26,1077.93,1542.3200000000002
41,51,June,103.73,161.99,1081.25,1346.97
42,52,June,409.00999999999993,186.68,1185.6,1781.29
43,53,June,403.78999999999996,184.13,1251.99,1839.9099999999999
44,54,June,294.98999999999995,183.81,1265.84,1744.6399999999999
45,55,June,304.48,197.44,1195.45,1697.3700000000001
46,56,June,358.13,197.29,1250.76,1806.1799999999998
47,58,June,390.66,170.42,1296.91,1857.9900000000002
48,59,June,396.7,190.14,1136.63,1723.47
49,60,June,410.78999999999996,215.9,1159.79,1786.48
50,61,June,271.96999999999997,178.16,1105.18,1555.31
51,62,June,469.84,241.73,1153.72,1865.29
52,63,June,381.4500000000001,226.33,1308.4,1916.1800000000003
53,64,June,318.52,190.67,1072.85,1582.04
54,65,June,501.93000000000006,157.25,1402.53,2061.71
55,66,June,174.36999999999998,156.9,1059.37,1390.6399999999999
56,67,June,127.82000000000001,184.99,1228.11,1540.9199999999998
57,68,June,526.6999999999999,185.44,1311.23,2023.37
58,70,June,129.5,181.02,1326.28,1636.8
59,71,June,350.60999999999996,235.08,1198.86,1784.5499999999997
60,72,June,308.06,219.5,1372.66,1900.22
61,74,June,400.72999999999996,218.28,1196.23,1815.24
62,75,June,383.04999999999995,185.87,1349.71,1918.63
63,76,June,432.12000000000006,216.91,1263.23,1912.2600000000002
64,77,June,148.0,199.97,1274.65,1622.6200000000001
65,78,June,538.12,202.27,1177.44,1917.83
66,79,June,1110.85,209.36,1238.88,2559.09
67,80,June,911.4200000000001,256.96,1270.73,2439.11
68,81,June,568.8399999999999,171.2,1200.77,1940.81
69,83,June,299.11,196.6,1028.06,1523.77
70,84,June,959.55,163.89,1174.08,2297.52
71,85,June,949.93,212.16,1181.59,2343.68
72,86,June,748.2,204.36,1131.59,2084.15
73,87,June,634.45,243.51,1461.4,2339.36
74,88,June,440.29,211.54,1166.39,1818.2200000000003
75,89,June,364.15,170.54,1040.86,1575.5499999999997
76,90,June,268.3,175.06,1207.14,1650.5
77,91,June,301.84000000000003,235.72,1086.72,1624.2800000000002
78,92,June,270.52000000000004,153.87,1196.88,1621.2700000000002
79,93,June,354.3,219.84,1237.87,1812.0099999999998
80,94,June,317.24999999999994,181.69,1033.89,1532.83
81,95,June,397.9,195.12,1036.65,1629.67
82,96,June,283.06,200.7,1230.88,1714.64
83,97,June,357.47999999999996,175.87,1322.77,1856.12
84,98,June,418.10999999999996,184.35,1185.28,1787.7399999999998
85,99,June,354.15,198.35,1098.63,1651.13
86,100,June,312.0,234.59,1242.24,1788.83
87,101,June,484.3,213.17,1110.07,1807.54
88,102,June,181.28,184.14,1127.9,1493.3200000000002
89,103,June,150.42000000000004,199.65,1365.23,1715.3000000000002
90,104,June,192.63,183.99,1201.01,1577.63
91,105,June,132.92000000000002,203.22,1214.74,1550.88
92,106,June,41.209999999999994,179.28,1244.64,1465.13
93,107,June,38.36,193.19,1233.79,1465.34
94,108,June,130.38,235.51,1139.74,1505.63
95,109,June,160.19,174.91,1262.97,1598.0700000000002
96,110,June,150.53,215.72,1138.34,1504.59
97,111,June,158.35,194.42,1264.18,1616.95
98,112,June,183.3,213.87,1084.16,1481.3300000000002
99,115,June,132.18,197.36,1229.04,1558.58
100,116,June,129.95000000000005,199.19,1131.76,1460.9
101,117,June,287.96000000000004,200.67,1368.14,1856.77
102,118,June,234.13000000000002,228.14,1010.16,1472.4299999999998
103,119,June,122.53000000000002,221.11,1167.65,1511.2900000000002
104,120,June,166.13,204.22,1190.96,1561.31
105,121,June,100.91000000000001,228.93,1309.16,1639.0
106,122,June,180.59,223.85,1253.51,1657.95
107,124,June,550.45,222.39,1253.4,2026.2400000000002
108,125,June,237.51,224.62,990.87,1453.0
109,126,June,458.35,173.54,1304.73,1936.62
110,127,June,424.88,234.3,1312.35,1971.53
111,128,June,361.76000000000005,176.53,1316.18,1854.4700000000003
112,129,June,221.4,197.73,1255.71,1674.8400000000001
113,130,June,384.55,214.09,1132.92,1731.56
114,131,June,161.44,158.26,1150.86,1470.56
115,132,June,242.38,201.53,1106.45,1550.3600000000001
116,133,June,148.03000000000003,221.27,1220.19,1589.4900000000002
117,134,June,189.74,204.61,1304.3,1698.65
118,135,June,270.88,216.02,1226.07,1712.9699999999998
119,136,June,182.87,189.64,1185.03,1557.54
120,137,June,232.49,169.11,1266.85,1668.4499999999998
121,138,June,172.01000000000002,202.2,1396.93,1771.14
122,139,June,204.59,176.1,1142.96,1523.65
123,140,June,259.31999999999994,194.22,1224.17,1677.71
124,141,June,239.17000000000002,182.71,1203.65,1625.5300000000002
125,142,June,296.63,204.54,971.55,1472.7199999999998
126,143,June,525.15,183.52,1353.54,2062.21
127,144,June,246.67000000000002,191.39,1329.15,1767.21
128,145,June,322.62,245.63,1245.13,1813.38
129,146,June,855.81,199.84,1224.77,2280.42
130,147,June,922.64,196.17,1234.44,2353.25
131,148,June,548.6,225.21,1204.9,1978.71
132,149,June,432.97,209.98,1191.11,1834.06
133,150,June,473.22999999999996,228.2,1099.84,1801.27
134,151,June,394.4699999999999,208.31,1227.46,1830.24
135,152,June,383.25999999999993,207.84,1154.88,1745.98
136,154,June,797.6,195.55,1210.49,2203.6400000000003
137,155,June,185.55,228.71,1338.96,1753.22
138,156,June,530.14,206.69,1128.24,1865.07
139,157,June,1105.03,200.38,1188.82,2494.2299999999996
140,158,June,1645.52,242.01,1040.63,2928.16
141,159,June,262.05,158.5,1242.0,1662.55
142,160,June,745.3000000000001,187.47,1220.42,2153.19
143,161,June,1371.8700000000001,217.1,1163.5,2752.4700000000003
144,162,June,1343.03,183.71,1127.73,2654.4700000000003
145,220,June,98.25999999999999,186.14,1336.46,1620.8600000000001
146,221,June,108.49,212.31,1205.53,1526.33
147,222,June,17.0,201.4,1064.53,1282.93
148,223,June,60.29,214.28,1213.65,1488.22
149,224,June,42.419999999999995,187.58,1180.06,1410.06
150,225,June,176.94,200.13,1256.47,1633.54
151,226,June,153.01000000000002,189.99,1197.05,1540.05
152,227,June,4.67,180.14,1232.8,1417.61
153,228,June,9.89,180.26,1135.21,1325.3600000000001
154,230,June,4.21,215.18,1263.03,1482.42
155,231,June,51.48,153.75,1284.34,1489.57
156,232,June,160.5,193.54,1423.35,1777.3899999999999
157,233,June,29.87,178.52,1013.29,1221.68
158,234,June,48.05,206.2,1141.06,1395.31
159,239,June,950.1500000000002,193.79,1215.4,2359.34
160,240,June,1155.2700000000002,212.72,1111.87,2479.86
161,241,June,1374.8400000000001,208.55,1233.83,2817.2200000000003
162,242,June,228.73000000000005,163.74,1196.58,1589.05
163,246,June,340.72999999999996,210.41,1072.19,1623.33
164,254,June,20.64,192.17,1203.72,1416.53
165,255,June,25.009999999999998,200.25,1014.54,1239.8
166,257,June,31.36,194.27,1181.85,1407.48
167,258,June,19.6,209.79,1110.51,1339.9
168,284,June,3.56,245.51,1256.29,1505.36
169,286,June,1.47,197.79,1040.97,1240.23
170,287,June,31.509999999999998,245.1,1383.61,1660.2199999999998
171,288,June,8.86,187.76,1240.2,1436.8200000000002
172,289,June,4.67,193.38,1180.35,1378.3999999999999
173,290,June,66.35,224.84,1254.95,1546.14
174,291,June,185.09000000000003,203.24,1348.78,1737.1100000000001
175,292,June,58.89,214.21,1208.16,1481.2600000000002
176,293,June,97.77,207.34,1203.11,1508.2199999999998
177,295,June,67.01,233.33,1194.7,1495.04
178,296,June,85.21,172.73,1173.44,1431.38
179,297,June,122.14,180.36,1108.38,1410.88
180,298,June,65.37,208.17,1165.25,1438.79
181,299,June,75.55,255.54,1215.56,1546.6499999999999
182,300,June,60.129999999999995,187.71,1202.35,1450.1899999999998
183,301,June,7.680000000000001,211.08,1200.82,1419.58
184,302,June,19.950000000000003,237.38,1116.42,1373.75
185,303,June,68.76,219.81,1113.05,1401.62
186,304,June,8.48,246.03,1291.13,1545.64
187,305,June,36.989999999999995,168.14,1149.14,1354.27
188,306,June,57.99,177.87,958.98,1194.8400000000001
189,307,June,77.97999999999999,160.09,1226.18,1464.25
190,309,June,80.64999999999999,189.59,1118.4,1388.64
191,310,June,348.40000000000003,205.45,1323.26,1877.1100000000001
192,311,June,66.33,183.17,1215.43,1464.93
193,312,June,32.95,206.01,1275.47,1514.43
194,313,June,39.080000000000005,205.92,1186.42,1431.42
195,315,June,71.95,185.85,1027.01,1284.81
196,316,June,56.25,210.01,1022.3,1288.56
197,317,June,8.33,187.41,1140.97,1336.71
198,319,June,62.120000000000005,183.59,1312.95,1558.66
199,320,June,26.38,221.88,1260.6,1508.86
200,321,June,69.83999999999999,238.21,1116.62,1424.6699999999998
201,322,June,34.65,218.66,1003.05,1256.36
202,323,June,231.28,189.37,1273.71,1694.3600000000001
203,324,June,136.07999999999998,211.09,1246.03,1593.1999999999998
204,325,June,80.15,219.45,1117.49,1417.0900000000001
205,326,June,218.54999999999995,210.62,1270.4,1699.5700000000002
206,327,June,207.95999999999998,196.1,1401.49,1805.55
207,328,June,66.02,147.05,1080.15,1293.22
208,329,June,13.76,214.35,1255.81,1483.9199999999998
209,330,June,119.28999999999999,200.47,1211.31,1531.07
210,331,June,36.59,201.96,1248.73,1487.28
211,332,June,229.78,187.73,982.96,1400.47
212,567,June,208.40999999999997,156.98,1362.8,1728.19
213,569,June,131.11,197.18,1055.8,1384.09
214,570,June,169.96999999999997,222.72,1259.91,1652.6
215,571,June,75.54,214.33,1195.38,1485.25
216,572,June,129.92999999999998,188.51,1198.97,1517.4099999999999
217,573,June,140.71999999999997,201.0,1387.05,1728.77
218,574,June,41.39999999999999,192.53,1034.32,1268.25
219,575,June,127.84,159.72,1195.33,1482.8899999999999
220,576,June,143.86,203.36,1147.3,1494.52
221,577,June,106.31,229.67,1070.85,1406.83
222,578,June,152.26999999999998,238.12,1107.84,1498.23
223,579,June,133.49,195.65,1094.64,1423.7800000000002
0,1,July,28.13,211.69,1165.5,1405.32
1,2,July,22.42,163.24,1058.07,1243.73
2,3,July,52.45,176.03,1159.31,1387.79
3,4,July,26.89,208.05,1049.38,1284.3200000000002
4,5,July,98.58,209.68,1121.28,1429.54
5,6,July,122.93999999999998,169.32,1260.56,1552.82
6,8,July,226.0,182.52,1226.62,1635.1399999999999
7,9,July,34.69,184.07,1133.04,1351.8
8,10,July,80.95,214.86,1188.41,1484.22
9,11,July,3.15,194.82,1094.93,1292.9
10,12,July,39.9,200.84,1285.1,1525.84
11,14,July,9.43,221.98,1211.34,1442.75
12,15,July,48.89,210.69,1191.5,1451.08
13,16,July,107.78999999999999,179.8,1323.16,1610.75
14,17,July,112.87,201.34,1214.98,1529.19
15,18,July,76.27,178.48,1218.18,1472.93
16,20,July,44.91,202.52,1258.57,1506.0
17,23,July,95.54,223.5,1096.28,1415.32
18,24,July,198.31,217.35,1290.46,1706.12
19,25,July,323.23,213.98,1329.99,1867.2
20,26,July,26.0,209.49,1148.06,1383.55
21,28,July,325.16,219.18,1189.26,1733.6
22,29,July,409.53,205.64,1163.21,1778.38
23,30,July,362.79,215.19,1190.46,1768.44
24,31,July,366.78999999999996,203.09,1263.34,1833.2199999999998
25,32,July,450.93000000000006,210.64,1152.73,1814.3000000000002
26,33,July,36.18,205.1,1060.11,1301.3899999999999
27,36,July,67.59,219.85,1188.38,1475.8200000000002
28,37,July,68.45000000000002,221.4,1099.88,1389.73
29,38,July,133.4,189.37,1284.91,1607.68
30,39,July,176.51999999999998,179.33,1179.22,1535.0700000000002
31,40,July,98.89999999999998,196.26,1098.32,1393.48
32,42,July,53.809999999999995,237.92,1253.36,1545.09
33,43,July,80.65,213.62,1016.76,1311.03
34,44,July,187.92000000000002,153.69,1093.65,1435.2600000000002
35,45,July,91.79,214.67,1135.84,1442.3
36,46,July,209.47000000000003,181.07,1126.45,1516.99
37,47,July,289.28000000000003,201.96,1268.49,1759.73
38,48,July,81.28,169.5,1143.44,1394.22
39,49,July,281.11000000000007,153.1,1182.88,1617.0900000000001
40,50,July,259.13,234.01,1240.53,1733.67
41,51,July,103.73,220.09,1233.88,1557.7
42,52,July,409.00999999999993,231.31,1011.06,1651.3799999999999
43,53,July,403.78999999999996,212.31,1188.02,1804.12
44,54,July,294.98999999999995,170.71,1309.23,1774.9299999999998
45,55,July,304.48,241.65,1294.43,1840.56
46,56,July,358.13,143.97,1169.58,1671.6799999999998
47,58,July,390.66,197.43,1238.16,1826.25
48,59,July,396.7,186.92,1332.28,1915.9
49,60,July,410.78999999999996,186.12,1153.72,1750.63
50,61,July,271.96999999999997,154.25,1190.17,1616.39
51,62,July,469.84,170.66,1047.03,1687.53
52,63,July,381.4500000000001,191.96,1249.93,1823.3400000000001
53,64,July,318.52,228.38,1334.03,1880.9299999999998
54,65,July,501.93000000000006,181.07,1196.38,1879.38
55,66,July,174.36999999999998,209.83,1057.59,1441.79
56,67,July,127.82000000000001,210.74,1151.11,1489.6699999999998
57,68,July,526.6999999999999,218.76,1051.22,1796.6799999999998
58,70,July,129.5,188.37,1241.42,1559.29
59,71,July,350.60999999999996,223.92,1233.95,1808.48
60,72,July,308.06,177.34,1157.85,1643.25
61,74,July,400.72999999999996,213.02,1346.49,1960.24
62,75,July,383.04999999999995,185.77,1258.92,1827.74
63,76,July,432.12000000000006,184.58,1046.46,1663.16
64,77,July,148.0,188.02,1010.34,1346.3600000000001
65,78,July,538.12,169.2,1260.36,1967.6799999999998
66,79,July,1110.85,181.11,1267.5,2559.46
67,80,July,911.4200000000001,206.85,1066.64,2184.91
68,81,July,568.8399999999999,213.63,1120.71,1903.1799999999998
69,83,July,299.11,197.5,994.4,1491.01
70,84,July,959.55,220.31,1387.88,2567.74
71,85,July,949.93,169.44,1063.43,2182.8
72,86,July,748.2,198.68,1193.91,2140.79
73,87,July,634.45,214.63,1125.19,1974.27
74,88,July,440.29,216.85,1179.31,1836.4499999999998
75,89,July,364.15,200.02,1226.19,1790.3600000000001
76,90,July,268.3,244.86,1032.17,1545.3300000000002
77,91,July,301.84000000000003,204.37,880.94,1387.15
78,92,July,270.52000000000004,177.15,1251.76,1699.43
79,93,July,354.3,205.95,1057.89,1618.14
80,94,July,317.24999999999994,169.98,1150.73,1637.96
81,95,July,397.9,220.49,1264.56,1882.9499999999998
82,96,July,283.06,193.56,873.94,1350.56
83,97,July,357.47999999999996,191.66,1259.07,1808.21
84,98,July,418.10999999999996,205.67,1193.31,1817.09
85,99,July,354.15,197.66,1340.34,1892.1499999999999
86,100,July,312.0,159.59,1191.62,1663.21
87,101,July,484.3,155.18,1181.17,1820.65
88,102,July,181.28,193.43,1232.3,1607.01
89,103,July,150.42000000000004,204.33,1375.6,1730.35
90,104,July,192.63,210.97,1260.08,1663.6799999999998
91,105,July,132.92000000000002,194.62,1232.78,1560.32
92,106,July,41.209999999999994,183.22,1223.31,1447.74
93,107,July,38.36,202.13,1057.9,1298.39
94,108,July,130.38,182.98,1091.28,1404.6399999999999
95,109,July,160.19,200.42,1329.29,1689.9
96,110,July,150.53,169.29,1214.06,1533.8799999999999
97,111,July,158.35,193.38,1063.14,1414.8700000000001
98,112,July,183.3,161.99,1184.32,1529.61
99,115,July,132.18,237.19,1120.7,1490.0700000000002
100,116,July,129.95000000000005,190.65,1169.67,1490.27
101,117,July,287.96000000000004,219.31,1306.07,1813.34
102,118,July,234.13000000000002,190.61,1121.49,1546.23
103,119,July,122.53000000000002,199.33,1153.76,1475.62
104,120,July,166.13,202.12,1200.57,1568.82
105,121,July,100.91000000000001,183.92,1184.71,1469.54
106,122,July,180.59,190.56,1099.85,1471.0
107,124,July,550.45,192.24,1213.25,1955.94
108,125,July,237.51,212.45,1238.12,1688.08
109,126,July,458.35,184.51,1168.43,1811.29
110,127,July,424.88,207.28,1454.0,2086.16
111,128,July,361.76000000000005,213.05,1046.39,1621.2000000000003
112,129,July,221.4,185.41,1149.79,1556.6
113,130,July,384.55,201.92,1156.69,1743.16
114,131,July,161.44,211.89,1411.85,1785.1799999999998
115,132,July,242.38,210.96,1120.22,1573.56
116,133,July,148.03000000000003,206.3,1166.46,1520.79
117,134,July,189.74,231.77,1372.74,1794.25
118,135,July,270.88,180.76,1139.28,1590.92
119,136,July,182.87,239.98,1182.85,1605.6999999999998
120,137,July,232.49,180.02,972.64,1385.15
121,138,July,172.01000000000002,186.87,1378.01,1736.8899999999999
122,139,July,204.59,212.73,1128.58,1545.8999999999999
123,140,July,259.31999999999994,245.17,1183.64,1688.13
124,141,July,239.17000000000002,181.95,1243.85,1664.9699999999998
125,142,July,296.63,169.69,1076.18,1542.5
126,143,July,525.15,200.43,1222.47,1948.05
127,144,July,246.67000000000002,189.94,1270.9,1707.5100000000002
128,145,July,322.62,239.66,1016.55,1578.83
129,146,July,855.81,207.88,1290.41,2354.1000000000004
130,147,July,922.64,186.04,1202.58,2311.26
131,148,July,548.6,216.67,1087.65,1852.92
132,149,July,432.97,214.23,1227.32,1874.52
133,150,July,473.22999999999996,169.66,1208.55,1851.44
134,151,July,394.4699999999999,256.38,1131.84,1782.6899999999998
135,152,July,383.25999999999993,211.2,1256.32,1850.7799999999997
136,154,July,797.6,199.63,1128.1,2125.33
137,155,July,185.55,197.44,1260.41,1643.4
138,156,July,530.14,238.36,1285.34,2053.84
139,157,July,1105.03,206.79,1251.68,2563.5
140,158,July,1645.52,204.65,1179.43,3029.6000000000004
141,159,July,262.05,163.92,1197.33,1623.3
142,160,July,745.3000000000001,187.26,1147.58,2080.14
143,161,July,1371.8700000000001,166.55,1220.48,2758.9
144,162,July,1343.03,204.18,1166.79,2714.0
145,220,July,98.25999999999999,210.67,1178.39,1487.3200000000002
146,221,July,108.49,134.94,1206.49,1449.92
147,222,July,17.0,197.38,1207.2,1421.58
148,223,July,60.29,164.79,1276.97,1502.05
149,224,July,42.419999999999995,209.96,1119.87,1372.25
150,225,July,176.94,208.21,930.11,1315.26
151,226,July,153.01000000000002,177.5,1228.63,1559.14
152,227,July,4.67,200.2,1131.96,1336.83
153,228,July,9.89,206.03,1131.25,1347.17
154,230,July,4.21,204.69,1178.94,1387.8400000000001
155,231,July,51.48,241.04,1165.69,1458.21
156,232,July,160.5,207.02,1295.76,1663.28
157,233,July,29.87,173.26,1222.46,1425.5900000000001
158,234,July,48.05,201.27,1152.29,1401.61
159,239,July,5184.37,203.01,1130.88,6518.26
160,240,July,1632.8899999999999,198.59,1121.13,2952.6099999999997
161,241,July,6491.709999999997,195.15,1226.42,7913.279999999997
162,242,July,592.6399999999999,219.67,914.89,1727.1999999999998
163,246,July,799.0,239.27,1282.31,2320.58
164,254,July,20.64,229.99,1172.53,1423.1599999999999
165,255,July,25.009999999999998,186.11,1131.19,1342.31
166,257,July,31.36,186.98,1312.01,1530.35
167,258,July,19.6,212.96,1225.21,1457.77
168,284,July,3.56,206.0,1278.25,1487.81
169,286,July,1.47,241.77,1139.69,1382.93
170,287,July,31.509999999999998,211.27,1324.88,1567.66
171,288,July,8.86,183.41,1175.86,1368.1299999999999
172,289,July,4.67,170.66,1188.4,1363.73
173,290,July,66.35,204.16,1279.14,1549.65
174,291,July,185.09000000000003,235.02,1172.67,1592.7800000000002
175,292,July,58.89,184.13,1031.36,1274.3799999999999
176,293,July,97.77,200.34,1227.19,1525.3000000000002
177,295,July,67.01,203.51,1130.62,1401.1399999999999
178,296,July,85.21,187.56,1194.43,1467.2
179,297,July,122.14,221.58,1430.49,1774.21
180,298,July,65.37,225.28,1091.93,1382.58
181,299,July,75.55,200.87,1191.32,1467.74
182,300,July,60.129999999999995,162.75,1077.89,1300.77
183,301,July,7.680000000000001,190.39,1112.61,1310.6799999999998
184,302,July,19.950000000000003,198.81,959.16,1177.92
185,303,July,68.76,201.75,1307.55,1578.06
186,304,July,8.48,199.51,1250.77,1458.76
187,305,July,36.989999999999995,202.42,1284.79,1524.1999999999998
188,306,July,57.99,185.67,1453.82,1697.48
189,307,July,77.97999999999999,199.25,1189.54,1466.77
190,309,July,80.64999999999999,215.61,1066.11,1362.37
191,310,July,348.40000000000003,186.87,1151.06,1686.33
192,311,July,66.33,212.14,1228.01,1506.48
193,312,July,32.95,211.15,1216.06,1460.1599999999999
194,313,July,39.080000000000005,219.95,1275.43,1534.46
195,315,July,71.95,194.07,1063.89,1329.91
196,316,July,56.25,162.4,1301.35,1520.0
197,317,July,8.33,209.29,1289.6,1507.2199999999998
198,319,July,62.120000000000005,233.89,1149.52,1445.53
199,320,July,26.38,231.52,1170.83,1428.73
200,321,July,69.83999999999999,219.12,1155.14,1444.1000000000001
201,322,July,42.07,234.64,1372.58,1649.29
202,323,July,271.24,193.51,1160.69,1625.44
203,324,July,217.5,218.96,1216.27,1652.73
204,325,July,109.39,187.93,1070.04,1367.36
205,326,July,236.56999999999996,190.46,1294.75,1721.78
206,327,July,220.14999999999998,209.23,1247.43,1676.81
207,328,July,73.53999999999999,193.65,1194.5,1461.69
208,329,July,13.76,181.96,1181.24,1376.96
209,330,July,149.13,216.28,1121.99,1487.4
210,331,July,44.260000000000005,204.31,1155.18,1403.75
211,332,July,264.71000000000004,228.61,1176.96,1670.2800000000002
212,567,July,208.40999999999997,173.53,1251.86,1633.7999999999997
213,569,July,131.11,191.59,1374.23,1696.93
214,570,July,169.96999999999997,189.65,1192.69,1552.31
215,571,July,75.54,195.35,1103.95,1374.8400000000001
216,572,July,129.92999999999998,214.43,1113.62,1457.98
217,573,July,140.71999999999997,176.81,1265.54,1583.07
218,574,July,41.39999999999999,221.42,1336.01,1598.83
219,575,July,127.84,190.02,1377.92,1695.7800000000002
220,576,July,143.86,223.17,1382.88,1749.91
221,577,July,106.31,230.02,1164.65,1500.98
222,578,July,152.26999999999998,236.86,1217.28,1606.4099999999999
223,579,July,133.49,179.73,1153.86,1467.08
